cis,nom_commercial,dci,atc
65550846,"FLUVASTATINE CEVIDRA 40 mg, gélule",FLUVASTATINE SODIQUE,
65769893,"FLUVASTATINE CRISTERS L.P. 80 mg, comprimé pelliculé à libération prolongée",FLUVASTATINE SODIQUE,
68272626,"FLUVASTATINE MYLAN LP 80 mg, comprimé pelliculé à libération prolongée",FLUVASTATINE SODIQUE,
62756595,"FLUVASTATINE SANDOZ 20 mg, gélule",FLUVASTATINE SODIQUE,C10AA04
64300843,"FLUVASTATINE SANDOZ 40 mg, gélule",FLUVASTATINE SODIQUE,C10AA04
68067589,"FLUVASTATINE SANDOZ LP 80 mg, comprimé pelliculé à libération prolongée",FLUVASTATINE SODIQUE,C10AA04
62468632,"FLUVASTATINE VIATRIS 20 mg, gélule",FLUVASTATINE SODIQUE,C10AA04
60852253,"FLUVASTATINE VIATRIS 40 mg, gélule",FLUVASTATINE SODIQUE,C10AA04
60679068,"FLUVASTATINE ZENTIVA L.P. 80 mg, comprimé pelliculé à libération prolongée",FLUVASTATINE SODIQUE,
68636624,"FLUVERMAL 2 POUR CENT, suspension buvable",FLUBENDAZOLE,
60968336,"FLUVERMAL, comprimé",FLUBENDAZOLE,
62991472,"FLUVOXAMINE ARROW 100 mg, comprimé pelliculé sécable",MALÉATE DE FLUVOXAMINE,N06AB08
68288712,"FLUVOXAMINE ARROW 50 mg, comprimé pelliculé sécable",MALÉATE DE FLUVOXAMINE,N06AB08
68766984,"FLUVOXAMINE VIATRIS 100 mg, comprimé pelliculé sécable",MALÉATE DE FLUVOXAMINE,N06AB08
63927049,"FLUVOXAMINE VIATRIS 50 mg, comprimé pelliculé sécable",MALÉATE DE FLUVOXAMINE,N06AB08
60818233,"FOENUM GRAECUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FOENUM GRAECUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
60666074,"FOLINATE DE CALCIUM AGUETTANT 100 mg, poudre pour solution injectable",FOLINATE DE CALCIUM,
64937231,"FOLINATE DE CALCIUM AGUETTANT 50 mg, poudre pour solution injectable",FOLINATE DE CALCIUM,
61708252,"FOLINATE DE CALCIUM ALTAN 350 mg, poudre pour solution injectable",FOLINATE DE CALCIUM,V03AF03
67555219,"FOLINATE DE CALCIUM ALTAN 50 mg, poudre pour solution injectable",FOLINATE DE CALCIUM,V03AF03
69351293,"FOLINATE DE CALCIUM EBEWE 10 mg/ml, solution injectable/pour perfusion",FOLINATE DE CALCIUM,V03AF03
62571408,"FOLINATE DE CALCIUM HIKMA 10 mg/mL, solution injectable/pour perfusion",FOLINATE DE CALCIUM,V03AF03
68802672,"FOLINATE DE CALCIUM KALCEKS 10 mg/mL, solution injectable/pour perfusion",FOLINATE DE CALCIUM HYDRATÉ,
65607934,"FOLINATE DE CALCIUM ZENTIVA 100 mg, lyophilisat pour usage parentéral",FOLINATE DE CALCIUM,V03AX
68787341,"FOLINATE DE CALCIUM ZENTIVA 200 mg, lyophilisat pour usage parentéral",FOLINATE DE CALCIUM,V03AX
69718946,"FOLINATE DE CALCIUM ZENTIVA 25 mg/10 ml, solution injectable (IM,IV) en ampoule",FOLINATE DE CALCIUM,V03AF03
66782502,"FOLINATE DE CALCIUM ZENTIVA 350 mg, lyophilisat pour usage parentéral",FOLINATE DE CALCIUM,V03AX
68546714,"FOLINATE DE CALCIUM ZENTIVA 5 mg/2 ml, solution injectable (IM,IV) en ampoule",FOLINATE DE CALCIUM,V03AF03
61211453,"FOLINATE DE CALCIUM ZENTIVA 50 mg, lyophilisat pour usage parentéral",FOLINATE DE CALCIUM,V03AF03
60923387,"FOLINORAL 25 mg, gélule",CALCIUM (FOLINATE DE),V03AF03
67479020,"FOLINORAL 5 mg, gélule",FOLINATE DE CALCIUM,V03AF03
63216335,"FOLLICULINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",FOLLICULINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
63237315,"FOLLICULINUM LEHNING, degré de dilution compris entre 5CH et 30CH ou entre 10DH et 60DH",FOLLICULINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
63945150,"FOMEPIZOLE AP-HP 5 mg/mL, solution à diluer pour perfusion",SULFATE DE FOMÉPIZOLE,V03AB34
62832018,"FOMICYT 2 g I.V., poudre pour solution à diluer pour perfusion",FOSFOMYCINE SODIQUE,
65164104,"FOMICYT 4 g I.V., poudre pour solution à diluer pour perfusion",FOSFOMYCINE SODIQUE,J01XX01
66187789,"FONCITRIL 4000, granulés en sachet-dose",ACIDE CITRIQUE MONOHYDRATÉ; CITRATE MONOPOTASSIQUE ANHYDRE; CITRATE MONOSODIQUE ANHYDRE,
66565534,"FONDAPARINUX SODIQUE REDDY PHARMA 10 mg/0,8 ml, solution injectable en seringue pré-remplie",FONDAPARINUX SODIQUE,
65932917,"FONGAMIL 1 %, crème",NITRATE D'OMOCONAZOLE,
67696579,"FONGAMIL 1 %, solution pour application cutanée en flacon pressurisé",NITRATE D'OMOCONAZOLE,
68616447,"FONGAMIL 1 POUR CENT, poudre pour application locale en flacon",NITRATE D'OMOCONAZOLE,
67948749,"FONGILEINE 1 POUR CENT, crème",NITRATE D'ÉCONAZOLE,
60307032,"FONGILEINE 1 POUR CENT, poudre pour application cutanée",NITRATE D'ÉCONAZOLE,
60797376,"FONX 1 %, crème en tube",OXICONAZOLE (NITRATE D'),
66732677,"FORADIL 12 microgrammes, poudre pour inhalation en gélule",FORMOTÉROL (FUMARATE DE) DIHYDRATÉ,R03AC13
69298346,"FORLAX 10 g, poudre pour solution buvable en sachet",MACROGOL 4000,
69198794,"FORLAX 4 g, poudre pour solution buvable en sachet",MACROGOL 4000,
65053463,"FORMICA RUFA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",FORMICA RUFA POUR PRÉPARATIONS HOMÉOPATHIQUES,
69289055,FORMICA RUFA COMPOSE BOIRON,BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES; COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES; FORMICA RUFA POUR PRÉPARATIONS HOMÉOPATHIQUES; PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES; SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES; SOLIDAGO VIRGA AUREA POUR PRÉPARATIONS HOMÉOPATHIQUES; URTICA URENS POUR PRÉPARATIONS HOMÉOPATHIQUES,
60298850,"FORMICA RUFA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",FORMICA RUFA POUR PRÉPARATIONS HOMÉOPATHIQUES,
64077778,"FORMICA RUFA WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",FORMICA RUFA POUR PRÉPARATIONS HOMÉOPATHIQUES,
60819303,"FORMICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FORMICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
62381444,"FORMICUM ACIDUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",FORMICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
61963153,"FORMOAIR 12 microgrammes/dose, solution pour inhalation en flacon pressurisé",FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AC13
68454116,"FORMOCARBINE 15 %, granulés",CHARBON ACTIVÉ,
60130062,"FORMODUAL 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé",DIPROPIONATE DE BÉCLOMÉTASONE; FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AK08
68340034,"FORMODUAL 200/6 microgrammes par dose, solution pour inhalation en flacon pressurisé",DIPROPIONATE DE BÉCLOMÉTASONE; FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AK08
63389629,"FORMODUAL NEXTHALER 100 microgrammes/6 microgrammes par inhalation, poudre pour inhalation",DIPROPIONATE DE BÉCLOMÉTASONE ANHYDRE; FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AK08
64495254,"FORMODUAL NEXTHALER 200 microgrammes/6 microgrammes par inhalation, poudre pour inhalation",DIPROPIONATE DE BÉCLOMÉTASONE ANHYDRE; FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AK08
67997721,"FORMOTEROL BIOGARAN 12 microgrammes, poudre pour inhalation en gélule",FORMOTÉROL (FUMARATE DE) DIHYDRATÉ,R03AC13
61018059,"FORMOTEROL EG 12 microgrammes, poudre pour inhalation en gélule",FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AC13
63378141,"FORMOTEROL VIATRIS 12 microgrammes, poudre pour inhalation en gélule",FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AC13
64463420,"FORMOTEROL ZENTIVA 12 microgrammes, poudre pour inhalation en gélule",FUMARATE DE FORMOTÉROL DIHYDRATÉ,R03AC13
61122200,"FORSTEO 20 microgrammes/80 microlitres, solution injectable en stylo prérempli",TÉRIPARATIDE,
67099299,"FORTACIN 150 mg/ml / 50 mg/ml, spray cutané,solution",LIDOCAÏNE; PRILOCAÏNE,
63914596,FORTIGEL 20 mg/g gel transdermique,TESTOSTÉRONE,
69559248,"FORTRANS, poudre pour solution buvable en sachet",BICARBONATE DE SODIUM; CHLORURE DE POTASSIUM; CHLORURE DE SODIUM; MACROGOL 4000; SULFATE DE SODIUM ANHYDRE,
62481430,"FORTUM 1 g, poudre pour solution injectable (IM, IV) ou pour perfusion",CEFTAZIDIME PENTAHYDRATÉE,J01DD02
69443806,"FORTUM 2 g, poudre pour solution injectable (IV) ou pour perfusion",CEFTAZIDIME PENTAHYDRATÉE,J01DD02
67752024,"FORTUM 250 mg ENFANTS ET NOURRISSONS, poudre pour solution injectable (IM, IV)",CEFTAZIDIME PENTAHYDRATÉE,J01DD02
61710919,"FORTUM 500 mg ENFANTS ET NOURRISSONS, poudre pour solution injectable (IM, IV)",CEFTAZIDIME PENTAHYDRATÉE,J01DD02
65214977,"FORTZAAR 100 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIQUE,C09DA01
60987991,"FORTZAAR 100 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIQUE,C09DA01
67456363,"FORXIGA 10 mg, comprimé pelliculé",DAPAGLIFLOZINE PROPANEDIOL MONOHYDRATÉ,A10BK01
62158815,"FOSAMAX 70 mg, comprimé",ALENDRONATE MONOSODIQUE TRIHYDRATÉ,M05BA04
63591602,"FOSAVANCE 70 mg/2800 UI, comprimé",ALENDRONATE MONOSODIQUE TRIHYDRATÉ; CHOLÉCALCIFÉROL,M05BB03
68300050,"FOSAVANCE 70 mg/5600 UI, comprimé",ALENDRONATE MONOSODIQUE TRIHYDRATÉ; CHOLÉCALCIFÉROL,M05BB03
64008337,"FOSCARNET KABI 24 mg/ml, solution pour perfusion",FOSCARNET SODIQUE HEXAHYDRATÉ,J05AD01
60347728,"FOSCARNET TILLOMED 24 mg/mL, solution pour perfusion",FOSCARNET SODIQUE HEXAHYDRATÉ,J05AD01
62686823,"FOSCAVIR 6 g/250 ml, solution pour perfusion",FOSCARNET SODIQUE HEXAHYDRATÉ,J05AD01
68027363,"FOSFOCINE 1 g I.V., poudre pour solution pour perfusion",FOSFOMYCINE SODIQUE,
60150232,"FOSFOCINE 4 g I.V., poudre pour solution pour perfusion",FOSFOMYCINE SODIQUE,
66430643,"FOSFOMYCINE ARROW 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
66806921,"FOSFOMYCINE BIOGARAN 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
64971365,"FOSFOMYCINE CRISTERS 3 g ADULTES, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
62884890,"FOSFOMYCINE CRISTERS PHARMA ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,
69907338,"FOSFOMYCINE EG ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
64062783,"FOSFOMYCINE EVOLUGEN 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
66789799,"FOSFOMYCINE PANPHARMA 1 g, poudre pour solution injectable",FOSFOMYCINE SODIQUE,
63322018,"FOSFOMYCINE PANPHARMA 4 g, poudre pour solution injectable",FOSFOMYCINE SODIQUE,
65951045,"FOSFOMYCINE SANDOZ ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
63197358,"FOSFOMYCINE SUBSTIPHARM 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,
61334559,"FOSFOMYCINE TEVA SANTE ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
61935264,"FOSFOMYCINE VIATRIS ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
69138306,"FOSFOMYCINE ZENTIVA ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
62670616,"FOSFOMYCINE ZYDUS 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,J01XX01
61567061,"FOSFOPHARM ADULTES 3 g, granulés pour solution buvable en sachet",FOSFOMYCINE TROMÉTAMOL,
67633778,"FOSINOPRIL ARROW GENERIQUES 10 mg, comprimé sécable",FOSINOPRIL SODIQUE,
64292364,"FOSINOPRIL ARROW GENERIQUES 20 mg, comprimé",FOSINOPRIL SODIQUE,
61520873,"FOSINOPRIL ARROW LAB 10 mg, comprimé sécable",FOSINOPRIL SODIQUE,C09AA09
60736761,"FOSINOPRIL ARROW LAB 20 mg, comprimé",FOSINOPRIL SODIQUE,C09AA09
62518708,"FOSINOPRIL BIOGARAN 10 mg, comprimé sécable",FOSINOPRIL SODIQUE,C09AA09
61248124,"FOSINOPRIL BIOGARAN 20 mg, comprimé",FOSINOPRIL SODIQUE,C09AA09
62220672,"FOSINOPRIL EG 20 mg, comprimé",FOSINOPRIL SODIQUE,
67017829,"FOSINOPRIL HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé sécable",FOSINOPRIL SODIQUE; HYDROCHLOROTHIAZIDE,
63830632,"FOSINOPRIL HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé sécable",FOSINOPRIL SODIQUE; HYDROCHLOROTHIAZIDE,
66934180,"FOSINOPRIL HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg, comprimé",FOSINOPRIL SODIQUE; HYDROCHLOROTHIAZIDE,
66903345,"FOSINOPRIL TEVA 10 mg, comprimé sécable",FOSINOPRIL SODIQUE,C09AA09
67836853,"FOSINOPRIL TEVA 20 mg, comprimé",FOSINOPRIL SODIQUE,C09AA09
60095526,"FOSINOPRIL ZENTIVA 10 mg, comprimé sécable",FOSINOPRIL SODIQUE,C09AA09
68147971,"FOSINOPRIL ZENTIVA 20 mg, comprimé",FOSINOPRIL SODIQUE,
64622680,"FOSINOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable",FOSINOPRIL SODIQUE; HYDROCHLOROTHIAZIDE,C09BA09
63383793,"FOSINOPRIL/HYDROCHLOROTHIAZIDE VIATRIS 20 mg /12,5 mg, comprimé sécable",FOSINOPRIL SODIQUE; HYDROCHLOROTHIAZIDE,C09BA09
66728771,"FOSOMEL, émulsion pour perfusion",ACÉTATE DE SODIUM TRIHYDRATÉ; ALANINE; ARGININE; CHLORHYDRATE DE LYSINE; CHLORURE DE CALCIUM DIHYDRATÉ; CHLORURE DE POTASSIUM; GLUCOSE MONOHYDRATÉ; GLYCINE; GLYCÉROPHOSPHATE DE SODIUM HYDRATÉ; HISTIDINE; HUILE D'OLIVE RAFFINÉE; HUILE DE POISSON RICHE EN ACIDES OMÉGA-3; HUILE DE SOJA RAFFINÉE; ISOLEUCINE; L-TRYPTOPHANE; LEUCINE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SULFATE DE MAGNÉSIUM HEPTAHYDRATÉ; SULFATE DE ZINC HEPTAHYDRATÉ; SÉRINE; THRÉONINE; TRIGLYCÉRIDES À CHAÎNE MOYENNE; TYROSINE; VALINE,
62429857,"FOSRENOL 1000 mg, comprimé à croquer",CARBONATE DE LANTHANE HYDRATÉ,V03AE03
63357492,"FOSRENOL 1000 mg, poudre orale",CARBONATE DE LANTHANE HYDRATÉ,V03AE03
63909453,"FOSRENOL 500 mg, comprimé à croquer",CARBONATE DE LANTHANE HYDRATÉ,V03AE03
65651521,"FOSRENOL 750 mg, comprimé à croquer",LANTHANE (CARBONATE DE) HYDRATÉ,V03AE03
67840531,"FOSRENOL 750 mg, poudre orale",CARBONATE DE LANTHANE HYDRATÉ,V03AE03
60549797,"FOSTIMONKIT 150 UI, poudre et solvant pour solution injectable",UROFOLLITROPINE,G03GA04
62712912,"FOSTIMONKIT 225 UI, poudre et solvant pour solution injectable",UROFOLLITROPINE,
69325035,"FOSTIMONKIT 300 UI, poudre et solvant pour solution injectable",UROFOLLITROPINE,
61166549,"FOSTIMONKIT 75 UI, poudre et solvant pour solution injectable",UROFOLLITROPINE,G03GA04
61986853,"FRACTION FLAVONOIQUE PURIFIEE MYLAN PHARMA 500 mg, comprimé pelliculé",FRACTION FLAVONOÏQUE PURIFIÉE MICRONISÉE,
64347070,"FRAGARIA VESCA BOIRON, dégré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FRAGARIA VESCA POUR PRÉPARATIONS HOMÉOPATHIQUES,
61540502,"FRAGMINE 10 000 U.I. anti Xa/1 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,
67591667,"FRAGMINE 10 000 U.I. anti-Xa/0,4 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
62114270,"FRAGMINE 12 500 U.I. anti-Xa/0,5 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
67562982,"FRAGMINE 15 000 U.I. anti-Xa/0,6 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
60521926,"FRAGMINE 18 000 U.I. anti-Xa/0,72 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
63272202,"FRAGMINE 2 500 U.I. anti Xa/0,2 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
66032251,"FRAGMINE 5 000 U.I. anti Xa/0,2 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
64905664,"FRAGMINE 7 500 U.I. anti Xa/0,75 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,
63398286,"FRAGMINE 7 500 U.I. anti-Xa/0,3 mL, solution injectable en seringue pré-remplie",DALTÉPARINE SODIQUE,B01AB04
60814943,"FRAKIDEX, Collyre en solution",DEXAMÉTHASONE (PHOSPHATE SODIQUE DE); FRAMYCÉTINE (SULFATE DE),
65164218,"FRAKIDEX, pommade ophtalmique",PHOSPHATE SODIQUE DE DEXAMÉTHASONE; SULFATE DE FRAMYCÉTINE,
66586731,"FRAMYXONE, solution pour instillation auriculaire",PHOSPHATE SODIQUE DE DEXAMÉTHASONE; SULFATE DE FRAMYCÉTINE; SULFATE DE POLYMYXINE B,
66466080,"FRAXINUS AMERICANA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FRAXINUS AMERICANA POUR PRÉPARATIONS HOMÉOPATHIQUES,
66478225,"FRAXINUS AMERICANA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FRAXINUS AMERICANA POUR PRÉPARATIONS HOMÉOPATHIQUES,
69766923,"FRAXIPARINE 1 900 U.I. Axa/0,2 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
66553941,"FRAXIPARINE 2 850 U.I. Axa/0,3 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
62116606,"FRAXIPARINE 3 800 U.I. Axa/0,4 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
60470990,"FRAXIPARINE 5 700 U.I. Axa/0,6 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
67617158,"FRAXIPARINE 7 600 U.I. Axa/0,8 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
64908308,"FRAXIPARINE 9 500 U.I. Axa/1 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
60182657,"FRAXODI 11 400 U.I. Axa/0,6 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
68865128,"FRAXODI 15 200 U.I. Axa/0,8 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
63971056,"FRAXODI 19 000 U.I. Axa/1 ml, solution injectable (S.C.) en seringue pré-remplie",NADROPARINE CALCIQUE,B01AB06
65235238,"FROVATRIPTAN BIOGARAN 2,5 mg, comprimé pelliculé",SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ,
64046761,"FROVATRIPTAN TEVA 2,5 mg, comprimé pelliculé",SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ,N02CC07
66901771,"FROVATRIPTAN VIATRIS 2,5 mg, comprimé pelliculé",SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ,
63875218,"FRUCTINES AU PICOSULFATE DE SODIUM 5 mg, comprimé à sucer",SODIUM (PICOSULFATE DE),
60330586,"FUCIDINE 2 POUR CENT, crème",FUSIDIQUE (ACIDE),
62345035,"FUCIDINE 2 POUR CENT, pommade",FUSIDATE DE SODIUM,
65070886,"FUCIDINE 250 mg, comprimé pelliculé",SODIUM (FUSIDATE DE),J01XC01
61051721,"FUCIDINE ENFANTS 250 mg/5 ml, suspension buvable en flacon",FUSIDIQUE (ACIDE),J01XC01
62839991,"FUCIDINE NOURRISSONS 100 mg/2 ml, suspension buvable en flacon",FUSIDIQUE (ACIDE),J01XC01
69088419,"FUCITHALMIC 1 POUR CENT, gel ophtalmique",FUSIDIQUE (ACIDE),S01AA13
63443201,"FUCUS COMPLEXE N°111, comprimé sublingual",ALCHEMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES; ANTIMONIUM CRUDUM POUR PRÉPARATIONS HOMÉOPATHIQUES; CALCAREA ACETICA POUR PRÉPARATIONS HOMÉOPATHIQUES; FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
61018493,"FUCUS CRISPUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALNUS GLUTINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES; FUCUS CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
68471514,"FUCUS VESICULOSUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
65585893,"FUCUS VESICULOSUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES,
60457929,"FULPHILA 6 mg, solution injectable en seringue préremplie",PEGFILGRASTIM,L03AA13
66855936,"FULVESTRANT ACCORD 250 mg, solution injectable en seringue pré-remplie",FULVESTRANT,L02BA03
66475706,"FULVESTRANT ARROW 250 mg, solution injectable en seringue pré-remplie",FULVESTRANT,
64519965,"FULVESTRANT BIOGARAN 250 mg, solution injectable en seringue préremplie",FULVESTRANT,L02BA03
60446306,"FULVESTRANT EG 250 mg, solution injectable en seringue préremplie",FULVESTRANT,L02BA03
68787149,"FULVESTRANT HIKMA 250 mg, solution injectable en seringue pré-remplie",FULVESTRANT,
69289895,"FULVESTRANT MYLAN 250 mg, solution injectable en seringue préremplie",FULVESTRANT,L02BA03
62062457,"FULVESTRANT SANDOZ 250 mg, solution injectable en seringue pré-remplie",FULVESTRANT,L02BA03
63053767,"FULVESTRANT TEVA 250 mg, solution injectable en seringue préremplie",FULVESTRANT,L02BA03
63572534,"FULVESTRANT ZENTIVA 250 mg, solution injectable en seringue préremplie",FULVESTRANT,L02BA03
64404201,"FUMAFER 66 mg, comprimé pelliculé",FUMARATE FERREUX,B03AA02
65402235,"FUMARIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
63304130,"FUMARIA OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
64346723,"FUNGIZONE 10 %, suspension buvable",AMPHOTÉRICINE B,A07AA07
63709997,"FUNGIZONE 50 mg, poudre pour solution injectable",AMPHOTÉRICINE B,J02AA01
68211089,"FUNGIZONE NOURRISSONS ET ENFANTS 10 %, suspension buvable",AMPHOTÉRICINE B,A07AA07
60736188,"FUNGSTER 250 mg, comprimé sécable",CHLORHYDRATE DE TERBINAFINE,
62013296,"FURADANTINE 50 mg, gélule",NITROFURANTOÏNE,J01XE01
65449480,"FUROSEMIDE ACCORD 20 mg/2 ml, solution injectable",FUROSÉMIDE,C03CA01
68009803,"FUROSEMIDE ARROW 20 mg, comprimé sécable",FUROSÉMIDE,C03CA01
60192594,"FUROSEMIDE ARROW 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
63921217,"FUROSEMIDE BIOGARAN 20 mg, comprimé",FUROSÉMIDE,C03CA01
61337509,"FUROSEMIDE BIOGARAN 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
69392443,"FUROSEMIDE EG 20 mg, comprimé sécable",FUROSÉMIDE,C03CA01
63076303,"FUROSEMIDE EG 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
66652793,"FUROSEMIDE EVOLUGEN 40 mg, comprimé sécable",FUROSÉMIDE,
63153493,"FUROSEMIDE KALCEKS 20 mg/2 mL, solution injectable/pour perfusion",FUROSÉMIDE,C03CA01
61003267,"FUROSEMIDE LAVOISIER 20 mg/2 ml, solution injectable (IM-IV)",FUROSÉMIDE,C03CA01
67240789,"FUROSEMIDE RENAUDIN 20 mg/2 mL, solution injectable (IM-IV)",FUROSÉMIDE,C03CA01
68888874,"FUROSEMIDE RENAUDIN 250 mg/25 mL, solution injectable",FUROSÉMIDE,C03CA01
69940007,"FUROSEMIDE SANDOZ 20 mg, comprimé sécable",FUROSÉMIDE,C03CA01
67528574,"FUROSEMIDE SANDOZ 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
61763619,"FUROSEMIDE TEVA 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
64270535,"FUROSEMIDE TEVA 500 mg, comprimé sécable",FUROSÉMIDE,C03CA01
61673890,"FUROSEMIDE VIATRIS 20 mg, comprimé sécable",FUROSÉMIDE,C03CA01
69170784,"FUROSEMIDE VIATRIS 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
62499439,"FUROSEMIDE ZENTIVA 20 mg, comprimé sécable",FUROSÉMIDE,C03CA01
69148236,"FUROSEMIDE ZENTIVA 40 mg, comprimé sécable",FUROSÉMIDE,C03CA01
62435116,"FUROSEMIDE ZENTIVA 500 mg, comprimé sécable",FUROSÉMIDE,C03CA01
63518554,"FUROSEMIDE ZYDUS 20 mg, comprimé",FUROSÉMIDE,C03CA01
